ticker,company_name,province,hq_address_raw,soe_dummy_final,state_own_share
GKM,Công ty cổ phần GKM Holdings,Hà Nam,"\u003c/b\u003e KCN Châu Sơn, phường Lê Hồng Phong, T.P Phủ Lý, tỉnh Hà Nam\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 04.2220.7171 | Fax : 04.2220.7181\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003",0,
GMD,Công ty Cổ phần Gemadept,Hồ Chí Minh,"\u003c/b\u003e 2 Bis-4-6 Lê Thánh Tôn, phường Sài Gòn, TP HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(8) 38 236 236 Fax: 84-(8) 38 235 236\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u00",0,
GMX,Công ty cổ phần Gạch Ngói Gốm Xây dựng Mỹ Xuân,Hồ Chí Minh,"\u003c/b\u003e Suối Nhum, phường Tân Thành, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(064) 3893 150, +84-(064) 3876 770 - Fax: +84(\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u0",0,
GSP,Công ty cổ phần Vận tải Sản phẩm khí quốc tế,Hồ Chí Minh,"\u003c/b\u003e Lầu 9, tòa nhà Green Power, 35 Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam.\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028 2220 5388 - Fax: 028 2220 5366\u003c/p\u003e\u003cp\u003e\u003",0,
GTA,Công ty Cổ phần Chế biến Gỗ Thuận An,Bình Dương,"\u003c/b\u003e Đại lộ Bình Dương, phường Thuận Giao, thị xã Thuận An, tỉnh Bình Dương\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0274 371 80 25 Fax: 0274 371 80 26\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông ti",1,1.0
GVR,Tập đoàn Công nghiệp Cao su Việt Nam,Hồ Chí Minh,"\u003c/b\u003e 236 Nam Kỳ Khởi Nghĩa, Phường Xuân Hòa, TP Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028) 39325235 - 39325234 - Fax: (028) 39327341\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003",0,
HAR,Công ty Cổ phần Đầu tư Thương mại Bất động sản An Dương Thảo Điền,Hồ Chí Minh,"\u003c/b\u003e Số 2 Ngô Đức Kế, phường Sài Gòn, TP HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(028)-6275 4816 - Fax: +84-(028)-3844 2194\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u00",0,
HAS,Công ty Cổ phần HACISCO,Hà Nội,\u003c/b\u003e Số 51 Vũ Trọng Phụng - Q.Thanh Xuân - Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(04)-3858 3965 - Fax: +84-(04)-3858 5563\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u,0,
HAT,Công ty Cổ phần Thương mại Bia Hà Nội,Hà Nội,"\u003c/b\u003e 183 Hoàng Hoa Thám, phường Ngọc Hà, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4 ) 372 814 76 Fax: 84-(4) 372 811 06\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \",0,
HAX,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,Hồ Chí Minh,"\u003c/b\u003e 333 Điện Biên Phủ, Phường Gia Định, Thành phố Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 08 3512 00 26 Fax: 08 3512 00 25\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \",0,
HBS,Công ty Cổ phần Chứng khoán Hòa Bình,Hà Nội,"\u003c/b\u003e Tầng 1, 2 Toà nhà số 34 Hai Bà Trưng, P. Tràng Tiền, Q. Hoàn Kiếm, TP. Hà Nội.\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4) 393 688 66 Fax:84-(4) 393 686 65\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công",0,
HCC,Công ty Cổ phần Bê tông Hoà Cầm - Intimex,Đà Nẵng,"\u003c/b\u003e Lô B6-5, KCN Thuận Yên, phường Bàn Thạch, T.P Đà Nẵng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(511) 367 00 00 Fax: 84-(511) 367 25 16\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b",0,
HCM,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh,Hồ Chí Minh,"\u003c/b\u003e Lầu 2,3,5,6,7,11\u002612 Tòa nhà AB, số 76 Lê Lai, Phường Bến Thành, TP.HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(8) 3823 32 99 Fax: 84-(8) 3823 33 01\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công",0,
HCT,Công ty Cổ phần Thương mại Dịch vụ Vận tải Xi măng Hải Phòng,Hải Phòng,"\u003c/b\u003e 290 đường Hà Nội, P.Thượng Lý, Q.Hồng Bàng, T.P Hải Phòng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(031)-354 0418 - Fax: +84-(031)-354 0417\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u00",0,
HDA,Công ty Cổ phần Hãng sơn Đông Á,Hà Nội,"\u003c/b\u003e Số 59 Đường Thiên Đức, thị trấn Yên Viên, huyện Gia Lâm, thành phố Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4) 3698 3471 Fax: 84-(4) 3698 3786\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố",0,
HDG,Công ty Cổ phần Tập đoàn Hà Đô,Hà Nội,\u003c/b\u003e Số 8 - Láng Hạ - Ba Đình - Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4) 3831 0347/0348 Fax: 84-(4) 3835 5526\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p\u00,0,
HEV,Công ty Cổ phần Sách Đại học - Dạy nghề,Hà Nội,"\u003c/b\u003e 25 Hàn Thuyên, Quận Hai Bà Trưng, Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4) 382 565 47 Fax: 84-(4) 397 171 89\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e Lê Quang",0,
HHC,Công ty Cổ phần Bánh kẹo Hải Hà,Hà Nội,"\u003c/b\u003e 25 - 27 Trương Định, Quận Hai Bà Trưng, Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4) 3863 29 56 Fax: 84-(4) 3863 16 83\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e Bà",0,
HHS,Công ty Cổ phần Đầu tư Dịch vụ Hoàng Huy,Hải Phòng,"\u003c/b\u003e 116 Nguyễn Đức Cảnh, Phường An Biên, Quận Lê Chân, Thành phố Hải Phòng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0225 3854626 - Fax: 0225 3782326\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u0",0,
HII,Công ty Cổ phần An Tiến Industries,Lào Cai,"\u003c/b\u003e Khu công nghiệp phía Nam, phường Văn Phú, tỉnh Lào Cai\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84 (0216) 3853 886 - Fax: +84 (0216) 3851 123\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003",0,
HLC,Công ty cổ phần Than Hà Lầm - Vinacomin,Quảng Ninh,"\u003c/b\u003e Số 1, phố Tân Lập, phường Hà Lầm, T.P Hạ Long, tỉnh Quảng Ninh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(33) 382 53 39 Fax: 84-(33) 382 12 03\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\",0,
HMC,Công ty Cổ phần Kim khí Thành phố Hồ Chí Minh - Vnsteel,Hồ Chí Minh,"\u003c/b\u003e Số 193 Đinh Tiên Hoàng, phường Tân Định, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028 38294623 Số fax 028 38290403\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u00",0,
HMH,Công ty Cổ phần Hải Minh,Hồ Chí Minh,"\u003c/b\u003e Tầng 17, Tòa nhà Pearl Plaza, 561A Điện Biên Phủ, phường Thạnh Mỹ Tây, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (08) 35.128.668 - Fax: 35.128.688\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công",0,
HOM,Công ty cổ phần Xi măng VICEM Hoàng Mai,Nghệ An,"\u003c/b\u003e Khối 7, phường Quỳnh Thiện, thị xã Hoàng Mai,tỉnh Nghệ An\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-38) 3 866 170 – Fax: (84-38) 3 866 648\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c",0,
HPX,Công ty cổ phần Đầu tư Hải Phát,Hà Nội,"\u003c/b\u003e Tầng 5, Toà CT3, The Pride, Khu ĐTM An Hưng, phường Hà Đông, Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-24-32.080.666 - Fax +84-24-32.080.566\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông t",0,
HQC,Công ty cổ phần Tư vấn-Thương mại-Dịch vụ Địa ốc Hoàng Quân,Hồ Chí Minh,"\u003c/b\u003e 286-288 Huỳnh Văn Bách, Phường 11, quận Phú Nhuận, TP. Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(08) 6292 8617 - Fax: +84-(08) 6292 8486\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thôn",0,
HSG,Công ty Cổ phần Tập đoàn Hoa Sen,Hồ Chí Minh,"\u003c/b\u003e Số 9 Đại Lộ Thống Nhất, KCN Sóng Thần II, Phường Dĩ An, TP Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0274 379 09 55 ; Fax: 0274 379 08 88\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông ti",0,
HT1,Công ty Cổ phần xi măng VICEM Hà Tiên,Hồ Chí Minh,"\u003c/b\u003e 604 Võ Văn Kiệt, Phường Cầu Ông Lãnh, Thành phố HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(28) 383 683 63 Fax: 84-(28) 383 612 78\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\",0,
HTC,Công ty Cổ phần Thương mại Hóc Môn,Hồ Chí Minh,"\u003c/b\u003e 25 Bà Triệu, khu phố 1, xã Hóc Môn, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(8) 38 915 294 Fax: 84-(8) 38 910 457\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\",0,
HTG,Tổng Công ty cổ phần Dệt may Hòa Thọ,Đà Nẵng,"\u003c/b\u003e 36 Ông Ích Đường, phường Cẩm Lệ, T.P Đà Nẵng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0236.3846290 Fax : 0236.3846216\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p\u003e\",0,
HTI,Công ty Cổ phần Đầu tư phát triển hạ tầng IDICO,Hồ Chí Minh,"\u003c/b\u003e Km 1906+700 Quốc lộ 1A, KP5, P.Bình Hưng Hòa B, Q.Bình Tân, TP Hồ Chí Minh.\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028 3750 3042 Fax: 028 3750 2825\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thô",0,
HTL,Công ty Cổ phần Kỹ thuật và Ô tô Trường Long,Hồ Chí Minh,"\u003c/b\u003e Lô 46, đường số 3, KCN Tân Tạo, phường Tân Tạo, TP HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028 3754 3188 Fax: 028 3754 3189\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u00",0,
HUB,Công ty cổ phần Xây lắp Thừa Thiên Huế,Hà Nội,"\u003c/b\u003e Số 72 đường Phạm Văn Đồng, Phường Vỹ Dạ, quận Thuận Hóa, TP Huế, Hà Nội.\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (0234) 3821510 - 3849390 - 3849472 Fax: (0234) 3\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười c",0,
HVH,Công ty Cổ phần Đầu tư và Công nghệ HVC,Hà Nội,"\u003c/b\u003e Tầng 8, tòa tháp C - Hồ Gươm plaza, số 102 Trần Phú, phường Mộ Lao, quận Hà Đông, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-24) 3540 2246 Fax: (84-24) 3540 2247\u003c/p\u003e\u003cp\u003e\u003cb",0,
HVT,Công ty Cổ phần Hóa chất Việt Trì,Phú Thọ,"\u003c/b\u003e phố Sông Thao, phường Thanh Miếu, tỉnh Phú Thọ\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(210) 391 3743 Fax: 84–(210) 391 15 12\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \",0,
HVX,Công ty Cổ phần Xi măng Vicem Hải Vân,Đà Nẵng,"\u003c/b\u003e 65 Nguyễn Văn Cừ, Quận Liên Chiểu, TP Đà Nẵng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(511) 384 21 72/529 Fax: 84-(511) 384 24 41\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u0",0,
ICG,Công ty Cổ phần Xây dựng Sông Hồng,Hà Nội,"\u003c/b\u003e 164 Lò Đúc, phường Hai Bà Trưng, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-4 397 272 96 Fax: 84-4 397 272 95\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p",0,
ICT,Công ty cổ phần Viễn thông - Tin học Bưu điện,Hà Nội,"\u003c/b\u003e Ngõ 158/2 Phố Hồng Mai, Phường Quỳnh Lôi, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-4-38634597 / Fax: +84-4-38632061\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười",0,
IDC,Tổng công ty IDICO - Công ty Cổ phần,Hồ Chí Minh,"\u003c/b\u003e 151A Nguyễn Đình Chiểu, phường Xuân Hòa, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028 38438883 Fax 028 39312705\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003",0,
IDI,Công ty Cổ phần Đầu tư và Phát triển Đa Quốc Gia I.D.I,Đồng Tháp,"\u003c/b\u003e Quốc lộ 80, Cụm công nghiệp Vàm Cống, ấp An Thạnh, xã Lấp Vò, tỉnh Đồng Tháp\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(67) 3680 383 / 296 800 Fax: 84-(67) 3680 382\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgư",0,
IMP,Công ty Cổ phần Dược phẩm IMEXPHARM,Đồng Tháp,"\u003c/b\u003e Số 4, Đường 30/4, Phường Cao Lãnh, Tỉnh Đồng Tháp\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(67) 385 19 41 Fax: 84-(67) 385 31 06\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",0,
INN,Công ty Cổ phần Bao bì và In Nông nghiệp,Hà Nội,"\u003c/b\u003e 72 Trường Chinh, P.Kim Liên, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4) 368 400 95 Fax: 84-(4) 368 400 95\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p\",0,
ITD,Công ty Cổ phần Công nghệ ITD,Hồ Chí Minh,"\u003c/b\u003e Lầu 4, Tòa nhà ITD, Số 01 đường Sáng Tạo, phường Tân Thuận, TP Hồ Chí Minh, Việt Nam\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028.37701114 Fax: 028.37701116\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố t",0,
KBC,Tổng Công ty Phát triển Đô thị Kinh Bắc-CTCP,Bắc Ninh,"\u003c/b\u003e Lô 7B, Khu Công nghiệp Quế Võ, phường Phương Liễu, tỉnh Bắc Ninh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0241 3634 034 Fax: 0241 3634 035\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/",0,
KDH,Công ty Cổ phần Đầu tư và Kinh doanh nhà Khang Điền,Hồ Chí Minh,"\u003c/b\u003e Phòng 1 và 2 lầu 11, Sài Gòn Centre, 67 Lê Lợi, phường Sài Gòn, Thành phố Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(08)-3820 8858 - Fax: +84-(08)-3820 8859\u003c/p\u003e\u003cp\u003e\u003cb\u003e",0,
KHG,Công ty Cổ phần Tập đoàn Khải Hoàn Land,Hồ Chí Minh,"\u003c/b\u003e R4-93 Đường Hưng Gia 4, KĐT Phú Mỹ Hưng, phường Tân Hưng, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (028) 5411 0088\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u",0,
KHP,Công ty Cổ phần Điện lực Khánh Hòa,Khánh Hòa,"\u003c/b\u003e 11 Lý Thánh Tôn, Phường Nha Trang, tỉnh Khánh Hòa\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-58) 222 0220 Fax: (84-58) 382 3828\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \",0,
KMT,Công ty cổ phần Kim khí miền Trung,Đà Nẵng,"\u003c/b\u003e 69 Quang Trung, Quận Hải Châu - TP Đà Nẵng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(511) 382 1824 - Fax: 84-(511) 382 33 06\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e Bà Ng",0,
KSB,Công ty Cổ phần Khoáng sản và Xây dựng Bình Dương,Bình Dương,"\u003c/b\u003e Đại lộ Bình Dương, Khu phố Hòa Lân 1, P.Thuận An, thị xã Thuận An, tỉnh Bình Dương\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(650) 382 26 02 Fax: 84-(650) 382 39 22\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgư",1,0.5005
KSF,Công ty Cổ phần Tập đoàn Sunshine,Hà Nội,"\u003c/b\u003e Tầng 12, tòa nhà Sunshine Center, 16 Phạm Hùng, phường Từ Liêm, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(024)-7305.2999\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u00",0,
KST,Công ty cổ phần KASATI,Hồ Chí Minh,"\u003c/b\u003e 270A Lý Thường Kiệt, phường 14, quận 10, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(08) 3865 5343 - Fax: +84-(08) 3865 2487\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003",0,
KSV,Tổng Công ty Khoáng sản TKV - CTCP,Hà Nội,"\u003c/b\u003e Số 193 đường Nguyễn Huy Tưởng, phường Thanh Xuân Trung, quận Thanh Xuân, Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (024) 6287.6666 – Fax: (024) 6288.3333\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công b",0,
L14,Công ty cổ phần LICOGI 14,Phú Thọ,"\u003c/b\u003e Số 2068, đại lộ Hùng Vương, P. Nông Trang, T.P Việt Trì, tỉnh Phú Thọ\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(02103) 953 543 - Fax: +84-(02103) 953 542\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công",0,
L40,Công ty Cổ phần Đầu tư và Xây dựng 40,Hồ Chí Minh,"\u003c/b\u003e 201/58 Nguyễn Xí, phường Bình Thạnh, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-8)3899 0099 Fax: (84-8)3511 7533\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",0,
LAF,Công ty Cổ phần Chế biến Hàng xuất khẩu Long An,Tây Ninh,"\u003c/b\u003e Số 81B, quốc lộ 62, phường Long An, tỉnh Tây Ninh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(72) 3821 501 - Fax: 84-(72) 3826 735\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \",0,
LAS,Công ty cổ phần Supe Phốt phát và Hóa chất Lâm Thao,Phú Thọ,"\u003c/b\u003e Khu Phương Lai 6, Thị trấn Lâm Thao, Huyện Lâm Thao, Tỉnh Phú Thọ\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(0210) 3825 139 - Fax: +84-(0210) 3825 126\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thôn",0,
LBE,Công ty cổ phần Thương mại và Dịch vụ LVA,Hà Nội,"\u003c/b\u003e 121 Bà Triệu, phường Nguyễn Du, quận Hai Bà Trưng, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(72) 3822 374 Fax: 84-(72) 3834 447\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u00",0,
LDG,Công ty Cổ phần Đầu tư LDG,Đồng Nai,"\u003c/b\u003e Lô E9, đường D2, Khu Dân cư - Dịch vụ Giang Điền (Khu A), xã Trảng Bom, Tỉnh Đồng Nai\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (0251) 896 6666Fax: (0251) 896 6668\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười côn",0,
LDP,Công ty Cổ phần Dược Lâm Đồng - Ladophar,Lâm Đồng,"\u003c/b\u003e 18 Ngô Quyền, phường Cam Ly-Đà Lạt, tỉnh Lâm Đồng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(63) 382 12 28 - Fax: 84-(63) 382 23 69\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",0,
LGL,Công ty cổ phần Đầu tư và Phát triển Đô thị Long Giang,Hà Nội,"\u003c/b\u003e Tầng 25, tháp A, toà nhà 173 Xuân Thuỷ - Quận Cầu Giấy - Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-024) 3795 0595/96/97/98/99 Fax: (84-024) 3795\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố th",0,
LHC,Công ty Cổ phần Đầu tư và Xây dựng Thủy lợi Lâm Đồng,Lâm Đồng,"\u003c/b\u003e 87 Phù Đổng Thiên Vương, phường Lâm Viên-Đà Lạt, tỉnh Lâm Đồng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(63) 3821854 Fax:84-(63) 383 25 42\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u",0,
LHG,Công ty Cổ phần Long Hậu,Tây Ninh,"\u003c/b\u003e Ấp Long Hậu 3, xã Cần Giuộc, tỉnh Tây Ninh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(8) 378 189 29 Fax: 84-(8) 378 189 40\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003",0,
LIG,Công ty Cổ phần Licogi 13,Hà Nội,"\u003c/b\u003e Tầng 4, tòa nhà LICOGI 13, đường Khuất Duy Tiến, P. Nhân Chính, Q. Thanh Xuân, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(04)-3854 4623 - Fax: +84-(04)-3854 4107\u003c/p\u003e\u003cp\u003e\u003cb\u",0,
LIX,Công ty Cổ phần Bột giặt Lix,Hồ Chí Minh,"\u003c/b\u003e Số 3, đường số 2, Khu phố 28, P.Linh Xuân,Tp.HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(8) 3896 6803 Fax: 84-(8) 3896 7522\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u0",1,0.77
