ticker,company_name,industry,state_own_pct,soe_dummy,hq_address_raw,province,state_own_source,ownership_keywords_hit,source
CMC,Công ty Cổ phần Đầu tư CMC,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Số 69, ngõ 83 đường Ngọc Hồi, phường Yên Sở, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4) 386 127 18 Fax: 84-(4) 386 127 18\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u",Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
CMS,Công ty cổ phần Tập đoàn CMH Việt Nam,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Tầng 12, tòa nhà Intracom 2, 33 Cầu Diễn, phường Xuân Phương, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(04) 35738555 - Fax: +84-(04) 38564666\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố t",Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
CPC,Công ty Cổ phần Thuốc sát trùng Cần Thơ,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 51 Trương Văn Diễn, phương Phước Thới, T.P Cần Thơ\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(710)-386 1770 - Fax: +84-(710)-386 1798\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u0",Cần Thơ,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
CTB,Công ty Cổ phần Chế tạo Bơm Hải Dương,${this.renderText(this.dataTable?.Nganh)},,0,"\u003c/b\u003e Số 2 Ngô Quyền, phường Thành Đông, T.P Hải Phòng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(320) 385 34 96| Fax: 84-(320) 385 86 06\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003",Hải Phòng,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
CTC,Công ty Cổ phần Tập đoàn Hoàng Kim Tây Nguyên,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 18 Lê Lai, phường Tây Sơn, Tp.Pleiku, tỉnh Gia Lai\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84- (59) 3824 332 Fax: 84-(59) 3824 259\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u00",Gia Lai,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
CTP,Công ty cổ phần Hòa Bình Takara,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Tầng 8, tòa nhà Simco Sông Đà, tiểu KĐT mới Vạn Phúc, P.Hà Đông, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0906634229\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003",Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
CTT,CTCP Chế tạo máy Vinacomin,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 486 Trần Phú, phường Quang Hanh, tỉnh Quảng Ninh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-33) 3862619\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p\u003e\u003cp\u003e",Quảng Ninh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
DIH,Công ty Cổ phần Đầu tư Phát triển Xây dựng - Hội An,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 25 Hùng Vương, phường Cẩm Phô, thành phố Hội An, tỉnh Quảng Nam\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0510.3861367 – 3863531 - Fax: 0510-3863193\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin",Quảng Nam,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
DL1,Công ty cổ phần Tập đoàn Alpha Seven,${this.renderText(this.dataTable?.Nganh)},,0,"\u003c/b\u003e Lô i3-6, đường N2, khu Công nghệ cao, phường Tăng Nhơn Phú, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028 3736 7187 Fax: 028 3736 7187\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông ti",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
DNC,Công ty Cổ phần Điện nước Lắp máy Hải Phòng,${this.renderText(this.dataTable?.Nganh)},,0,"\u003c/b\u003e 34 Thiên Lôi, phường An Biên, T.P Hải Phòng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(31) 3856 209 Fax: 84-(31) 3785 759\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p",Hải Phòng,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
DS3,Công ty Cổ phần DS3,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Tổ 2, khu 2, phường Hồng Hà, thành phố Hạ Long, tỉnh Quảng Ninh, Việt Nam\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0203.835799 - Fax : 0203.836927\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\",Quảng Ninh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
DTK,Tổng công ty Điện lực TKV - CTCP,${this.renderText(this.dataTable?.Nganh)},100.0,1,"\u003c/b\u003e Tầng 16, tòa nhà Vinacomin, 3 Dương Đình Nghệ, phường Yên Hòa, thành phố Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 024 3516 1605 - Fax: 0243516 1610\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thô",Hà Nội,explicit_100,nhà nước; bo; tong cong ty; tap doan,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
DXP,Công ty cổ phần Cảng Đoạn Xá,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 15 Ngô Quyền, phường Ngô Quyền, T.P Hải Phòng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(31) 376 5029/7969 Fax: 84-(31) 376 5727\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \",Hải Phòng,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
FID,Công ty Cổ phần Đầu tư và Phát triển Doanh nghiệp Việt Nam,${this.renderText(this.dataTable?.Nganh)},,0,"\u003c/b\u003e Tầng 4, VP 24, số 35C Lê Văn Thiêm, phường Thanh Xuân Trung, quận Thanh Xuân, HN\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 024 39 741739 - Fax: 024 39 741740\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố t",,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
GDW,Công ty Cổ phần Cấp nước Gia Định,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 2Bis Nơ Trang Long, phường Bình Thạnh, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(028)-3841.2654 - Fax: +84-(028)-3841.2656\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
GIC,Công ty cổ phần VSC Green Logistics,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Lô CC2, Khu công nghiệp MP Đình Vũ, Phường Đông Hải 2, Quận Hải An, Thành phố Hải Phòng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0225 2838 666 / Fax: 0225 2838 689\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười cô",Hải Phòng,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
GKM,Công ty cổ phần GKM Holdings,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e KCN Châu Sơn, phường Lê Hồng Phong, T.P Phủ Lý, tỉnh Hà Nam\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 04.2220.7171 | Fax : 04.2220.7181\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003",Hà Nam,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
HAT,Công ty Cổ phần Thương mại Bia Hà Nội,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 183 Hoàng Hoa Thám, phường Ngọc Hà, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4 ) 372 814 76 Fax: 84-(4) 372 811 06\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \",Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
HCC,Công ty Cổ phần Bê tông Hoà Cầm - Intimex,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Lô B6-5, KCN Thuận Yên, phường Bàn Thạch, T.P Đà Nẵng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(511) 367 00 00 Fax: 84-(511) 367 25 16\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b",Đà Nẵng,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
HEV,Công ty Cổ phần Sách Đại học - Dạy nghề,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 25 Hàn Thuyên, Quận Hai Bà Trưng, Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4) 382 565 47 Fax: 84-(4) 397 171 89\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e Lê Quang",Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
HHC,Công ty Cổ phần Bánh kẹo Hải Hà,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 25 - 27 Trương Định, Quận Hai Bà Trưng, Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4) 3863 29 56 Fax: 84-(4) 3863 16 83\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e Bà",Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
HMH,Công ty Cổ phần Hải Minh,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Tầng 17, Tòa nhà Pearl Plaza, 561A Điện Biên Phủ, phường Thạnh Mỹ Tây, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (08) 35.128.668 - Fax: 35.128.688\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
HMR,Công ty Cổ phần Đá Hoàng Mai,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Khối Tân Thành, phường Quỳnh Thiện, thị xã Hoàng Mai, tỉnh Nghệ\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 02383664260 - Fax: 02383664136\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u00",,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
HTC,Công ty Cổ phần Thương mại Hóc Môn,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 25 Bà Triệu, khu phố 1, xã Hóc Môn, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(8) 38 915 294 Fax: 84-(8) 38 910 457\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
ICG,Công ty Cổ phần Xây dựng Sông Hồng,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 164 Lò Đúc, phường Hai Bà Trưng, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-4 397 272 96 Fax: 84-4 397 272 95\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p",Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
IDC,Tổng công ty IDICO - Công ty Cổ phần,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 151A Nguyễn Đình Chiểu, phường Xuân Hòa, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028 38438883 Fax 028 39312705\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
INN,Công ty Cổ phần Bao bì và In Nông nghiệp,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 72 Trường Chinh, P.Kim Liên, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4) 368 400 95 Fax: 84-(4) 368 400 95\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p\",Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
KMT,Công ty cổ phần Kim khí miền Trung,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 69 Quang Trung, Quận Hải Châu - TP Đà Nẵng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(511) 382 1824 - Fax: 84-(511) 382 33 06\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e Bà Ng",Đà Nẵng,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
KSF,Công ty Cổ phần Tập đoàn Sunshine,${this.renderText(this.dataTable?.Nganh)},,0,"\u003c/b\u003e Tầng 12, tòa nhà Sunshine Center, 16 Phạm Hùng, phường Từ Liêm, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(024)-7305.2999\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u00",Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
KST,Công ty cổ phần KASATI,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 270A Lý Thường Kiệt, phường 14, quận 10, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(08) 3865 5343 - Fax: +84-(08) 3865 2487\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
KSV,Tổng Công ty Khoáng sản TKV - CTCP,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Số 193 đường Nguyễn Huy Tưởng, phường Thanh Xuân Trung, quận Thanh Xuân, Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (024) 6287.6666 – Fax: (024) 6288.3333\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công b",Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
KTS,Công ty cổ phần Đường Kon Tum,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e thôn Kon Rờ Bàng 1, xã Ngọk Bay, tỉnh Quãng Ngãi\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(60) 6554 079 - Fax: +84-(60) 3917 598\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
L14,Công ty cổ phần LICOGI 14,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Số 2068, đại lộ Hùng Vương, P. Nông Trang, T.P Việt Trì, tỉnh Phú Thọ\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(02103) 953 543 - Fax: +84-(02103) 953 542\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công",Phú Thọ,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
L40,Công ty Cổ phần Đầu tư và Xây dựng 40,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 201/58 Nguyễn Xí, phường Bình Thạnh, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-8)3899 0099 Fax: (84-8)3511 7533\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
LHC,Công ty Cổ phần Đầu tư và Xây dựng Thủy lợi Lâm Đồng,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 87 Phù Đổng Thiên Vương, phường Lâm Viên-Đà Lạt, tỉnh Lâm Đồng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(63) 3821854 Fax:84-(63) 383 25 42\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u",Lâm Đồng,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
LIG,Công ty Cổ phần Licogi 13,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Tầng 4, tòa nhà LICOGI 13, đường Khuất Duy Tiến, P. Nhân Chính, Q. Thanh Xuân, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(04)-3854 4623 - Fax: +84-(04)-3854 4107\u003c/p\u003e\u003cp\u003e\u003cb\u",Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
MAC,Công ty cổ phần Tập đoàn MacStar,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Số 8A đường vòng Vạn Mỹ, Ngô Quyền, Hải Phòng, Việt Nam\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(31) 3 766 561 Fax: 84-(31) 3 765 771\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b",Hải Phòng,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
MBG,Công ty cổ phần Tập đoàn MBG,${this.renderText(this.dataTable?.Nganh)},,0,"\u003c/b\u003e Số nhà 1B, ngõ 880 đường Bạch Đằng, P. Thanh Lương, Q. Hai Bà Trưng, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (04) 3644 7655 - Fax: (04) 3644 7655\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố",Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
MCO,Công ty Cổ phần Đầu tư và Xây dựng BDC Việt Nam,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Số 8, ngõ 121 Thái Hà, Quận Đống Đa, Hà Nội.\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4) 3 537 32 41 | Fax: 84-(4) 3 537 32 40\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e Ô",Hà Nội,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
NAG,Công ty cổ phần Tập đoàn Nagakawa,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Khu 9, Phường Phúc Thắng, Thành phố Phúc yên, Tỉnh Vĩnh Phúc\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 02432151329Fax: (84-211) 3 873 569\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u0",Vĩnh Phúc,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
NBW,Công ty Cổ phần Cấp nước Nhà Bè,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 1179 Nguyễn Văn Linh, khu phố 41, phường Tân Hưng, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 19001210 Fax: 028.51422500\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u0",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
NDX,Công ty Cổ phần Xây lắp Phát triển Nhà Đà Nẵng,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e 31 Núi Thành, phường Hòa Thuận Đông, quận Hải Châu, thành phố Đà Nẵng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(0511) 3613 797 Fax +84-(0511) 3613 797 \u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố th",Đà Nẵng,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
NFC,Công ty Cổ phần Phân lân Ninh Bình,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Thôn Bộ Đầu, phường Nam Hoa Lư, tỉnh Ninh Bình\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (030) 3610 024 / 863 - Fax: (030) 3610 013\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u",Ninh Bình,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
NRC,Công ty Cổ phần Tập đoàn NRC,${this.renderText(this.dataTable?.Nganh)},,0,"\u003c/b\u003e 3 Trần Nhật Duật, phường Tân Định, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(028)-3846.9839\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p\u003e\u003cp",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
PCT,Công ty cổ phần Vận tải biển Global Pacific,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Tầng 10, Riverfront Financial Centre, 3A-3B Tôn Đức Thắng, phường Sài Gòn, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(08)-6258 2330 - Fax: +84-(08)-62582 334\u003c/p\u003e\u003cp\u003e\u003cb\",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
PGS,Công ty Cổ phần Kinh doanh Khí Miền Nam,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Tầng 4 tòa nhà PetroVietnam, số 1-5 Lê Duẩn, P.Sài Gòn, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84.28). 3910 0108 - 3910 0324 / Fax: (84.28). 391\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười cô",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
PGT,Công ty Cổ phần PGT Holdings,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Lầu 12 Tòa nhà Pax Sky, 144-146-148 Lê Lai, phường Bến Thành, quận 1, TP HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028 6684 0446 / Fax: 028 3512 4124\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
PMP,Công ty cổ phần Bao bì Đạm Phú Mỹ,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Đường 1B, Khu công nghiệp Phú Mỹ 1, P.Phú Mỹ, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 064 392 1999 | Fax: 064 392 1966\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u00",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
PMS,Công ty Cổ phần Cơ khí Xăng dầu,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Số 446 Nơ Trang Long, P.13, Q. Bình Thạnh, Tp. Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(8) 355 333 25 Fax: 84-(8) 355 330 29\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u0",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
POT,Công ty Cổ phần Thiết bị Bưu điện,${this.renderText(this.dataTable?.Nganh)},,1,"\u003c/b\u003e Số 61 Trần Phú, phường Điện Biên, quận Ba Đình, thành phố Hà Nội.\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4) 3 845 59 46 - Fax: 04.3 823 41 28\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:",Điện Biên,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
PTD,CTCP Thiết kế - Xây dựng - Thương mại Phúc Thịnh,${this.renderText(this.dataTable?.Nganh)},,0,"\u003c/b\u003e 361 Lê Trọng Tấn, phường Tân Sơn Nhì, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 08 3811 6823 - Fax: 08 3811 6843\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003",Hồ Chí Minh,,,sample_500.csv(name)+basicinfo(industry)+intro/history(state/address heuristic)
